,Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,7 Day Total Sales ,Total Advertising Cost of Sales (ACoS) ,Total Return on Advertising Spend (RoAS),7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales ,7 Day Other SKU Sales 
0,2020-09-30,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,1000 piece puzzles for adults,EXACT,1000 piece puzzles for adults,338,1,0.0029585798816568,1.18,1.18,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
1,2020-10-01,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,1000 piece puzzles for adults,EXACT,1000 piece puzzles for adults,743,3,0.00403768506056528,1.17666666666667,3.53,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
2,2020-10-02,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,1000 piece puzzles for adults,EXACT,1000 piece puzzles for adults,1717,6,0.0034944670937682,1.09166666666667,6.55,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
3,2020-10-03,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,1000 piece puzzles for adults,EXACT,1000 piece puzzles for adults,315,4,0.0126984126984127,1.115,4.46,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4,2020-10-04,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,1000 piece puzzles for adults,EXACT,1000 piece puzzles for adults,1879,6,0.00319318786588611,1.02333333333333,6.14,15.19,0.404213298222515,2.47394136807818,1,1,0.166666666666667,1,0,15.19,0.0
5,2020-10-05,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,1000 piece puzzles for adults,EXACT,1000 piece puzzles for adults,1109,5,0.00450856627592426,0.756,3.78,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
6,2020-10-06,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,1000 piece puzzles for adults,EXACT,1000 piece puzzles for adults,1825,2,0.0010958904109589,1.115,2.23,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
7,2020-10-15,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,1000 piece puzzles for adults,EXACT,1000 piece puzzles for adults,3,1,0.333333333333333,0.65,0.65,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
8,2020-09-30,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,jigsaw puzzles 1000 pieces for adults,EXACT,jigsaw puzzles 1000 pieces for adults,606,1,0.00165016501650165,1.22,1.22,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
9,2020-10-01,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,jigsaw puzzles 1000 pieces for adults,EXACT,jigsaw puzzles 1000 pieces for adults,787,8,0.0101651842439644,1.14875,9.19,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
10,2020-10-02,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,jigsaw puzzles 1000 pieces for adults,EXACT,jigsaw puzzles 1000 pieces for adults,2663,8,0.00300413067968457,1.21125,9.69,15.19,0.637919684002633,1.56759545923633,1,1,0.125,1,0,15.19,0.0
11,2020-10-03,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,jigsaw puzzles 1000 pieces for adults,EXACT,jigsaw puzzles 1000 pieces for adults,569,2,0.00351493848857645,1.145,2.29,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
12,2020-10-04,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,jigsaw puzzles 1000 pieces for adults,EXACT,jigsaw puzzles 1000 pieces for adults,1979,7,0.00353713996968166,1.33,9.31,15.19,0.612903225806452,1.63157894736842,1,1,0.142857142857143,1,0,15.19,0.0
13,2020-10-05,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,jigsaw puzzles 1000 pieces for adults,EXACT,jigsaw puzzles 1000 pieces for adults,1086,1,0.000920810313075506,0.77,0.77,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
14,2020-10-06,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,jigsaw puzzles 1000 pieces for adults,EXACT,jigsaw puzzles 1000 pieces for adults,2624,3,0.00114329268292683,0.946666666666667,2.84,15.19,0.186965108624095,5.34859154929577,1,1,0.333333333333333,1,0,15.19,0.0
15,2020-10-07,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,jigsaw puzzles 1000 pieces for adults,EXACT,jigsaw puzzles 1000 pieces for adults,2646,6,0.00226757369614512,0.97,5.82,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
16,2020-10-08,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,jigsaw puzzles 1000 pieces for adults,EXACT,jigsaw puzzles 1000 pieces for adults,713,1,0.00140252454417952,1.02,1.02,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
17,2020-10-10,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,jigsaw puzzles 1000 pieces for adults,EXACT,jigsaw puzzles 1000 pieces for adults,371,1,0.00269541778975741,0.96,0.96,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
18,2020-10-11,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,jigsaw puzzles 1000 pieces for adults,EXACT,jigsaw puzzles 1000 pieces for adults,177,1,0.00564971751412429,0.99,0.99,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
19,2020-10-12,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,jigsaw puzzles 1000 pieces for adults,EXACT,jigsaw puzzles 1000 pieces for adults,1055,1,0.000947867298578199,0.92,0.92,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
20,2020-10-13,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,jigsaw puzzles 1000 pieces for adults,EXACT,jigsaw puzzles 1000 pieces for adults,362,2,0.00552486187845304,0.94,1.88,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
21,2020-10-14,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,jigsaw puzzles 1000 pieces for adults,EXACT,jigsaw puzzles 1000 pieces for adults,183,4,0.0218579234972678,0.8625,3.45,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
22,2020-10-15,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,jigsaw puzzles 1000 pieces for adults,EXACT,jigsaw puzzles 1000 pieces for adults,173,1,0.00578034682080925,0.91,0.91,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
23,2020-10-16,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,jigsaw puzzles 1000 pieces for adults,EXACT,jigsaw puzzles 1000 pieces for adults,988,1,0.00101214574898785,0.92,0.92,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
24,2020-10-07,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,phrase,1000 piece puzzles for adults,PHRASE,1000 piece puzzles for adults,552,3,0.00543478260869565,0.943333333333333,2.83,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
25,2020-10-08,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,phrase,1000 piece puzzles for adults,PHRASE,1000 piece puzzles for adults,525,3,0.00571428571428571,1.21666666666667,3.65,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
26,2020-10-02,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,phrase,1000 piece puzzles for adults,PHRASE,1000 piece puzzles for adults christmas,6,1,0.166666666666667,1.02,1.02,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
27,2020-10-03,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,phrase,1000 piece puzzles for adults,PHRASE,1000 piece puzzles for adults christmas,13,1,0.0769230769230769,0.88,0.88,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
28,2020-09-30,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,phrase,1000 piece puzzles for adults,PHRASE,1000 piece puzzles for adults europe,1,1,1.0,1.01,1.01,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
29,2020-10-02,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,phrase,1000 piece puzzles for adults,PHRASE,1000 piece puzzles for adults mountains,1,1,1.0,1.11,1.11,15.19,0.0730743910467413,13.6846846846847,1,1,1.0,1,0,15.19,0.0
30,2020-09-30,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,phrase,1000 piece puzzles for adults,PHRASE,1000 piece puzzles for adults norway,1,1,1.0,0.84,0.84,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
31,2020-10-07,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,phrase,1000 piece puzzles for adults,PHRASE,1000 piece puzzles for adults twjh,5,1,0.2,0.68,0.68,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
32,2020-10-07,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,phrase,1000 piece puzzles for adults,PHRASE,bits and pieces 1000 piece puzzles for adults,19,1,0.0526315789473684,0.79,0.79,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
33,2020-10-02,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,phrase,1000 piece puzzles for adults,PHRASE,buffalo 1000 piece puzzles for adults prime,11,1,0.0909090909090909,1.09,1.09,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
34,2020-10-05,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,phrase,1000 piece puzzles for adults,PHRASE,hard 1000 piece puzzles for adults,1,1,1.0,1.02,1.02,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
35,2020-10-02,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,phrase,1000 piece puzzles for adults,PHRASE,religious 1000 piece puzzles for adults,4,1,0.25,1.05,1.05,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
36,2020-10-06,Ballloons - macaron,USD,Ballloons - macaron MANU,Exact,rainbow balloons,EXACT,rainbow balloons,70,1,0.0142857142857143,0.95,0.95,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
37,2020-10-09,Ballloons - macaron,USD,Ballloons - macaron MANU,Exact,unicorn balloons,EXACT,unicorn balloon,10,1,0.1,1.07,1.07,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
38,2020-10-03,Ballloons - macaron,USD,Ballloons - macaron MANU,Exact,unicorn balloons,EXACT,unicorn balloons,35,1,0.0285714285714286,0.9,0.9,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
39,2020-10-04,Ballloons - macaron,USD,Ballloons - macaron MANU,Exact,unicorn balloons,EXACT,unicorn balloons,25,1,0.04,0.86,0.86,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
40,2020-10-05,Ballloons - macaron,USD,Ballloons - macaron MANU,Exact,unicorn balloons,EXACT,unicorn balloons,5,1,0.2,0.7,0.7,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
41,2020-10-08,Ballloons - macaron,USD,Ballloons - macaron MANU,Exact,unicorn balloons,EXACT,unicorn balloons,130,1,0.00769230769230769,0.98,0.98,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
42,2020-10-09,Ballloons - macaron,USD,Ballloons - macaron MANU,Exact,unicorn balloons,EXACT,unicorn balloons,75,2,0.0266666666666667,1.04,2.08,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
43,2020-10-17,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,balloons for birthdays,PHRASE,balloons birthday decorations 7,5,1,0.2,1.06,1.06,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
44,2020-10-03,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,balloons for birthdays,PHRASE,bts balloons birthday,1,1,1.0,0.78,0.78,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
45,2020-10-08,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,balloons for birthdays,PHRASE,donut balloons birthday,18,1,0.0555555555555556,1.0,1.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
46,2020-10-16,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,balloons for birthdays,PHRASE,mermaid balloons birthday,1,1,1.0,1.16,1.16,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
47,2020-10-07,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,balloons for birthdays,PHRASE,peppa balloons birthday,3,1,0.333333333333333,0.79,0.79,9.59,0.0823774765380605,12.1392405063291,1,1,1.0,1,0,9.59,0.0
48,2020-10-07,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday balloons,PHRASE,3rd birthday balloons,2,1,0.5,1.18,1.18,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
49,2020-10-15,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday balloons,PHRASE,4 years boy birthday balloon,5,1,0.2,0.85,0.85,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
50,2020-10-06,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday balloons,PHRASE,8th birthday balloons,7,1,0.142857142857143,0.98,0.98,9.59,0.102189781021898,9.78571428571429,1,1,1.0,1,0,9.59,0.0
51,2020-10-09,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday balloons,PHRASE,adult girl birthday balloons pink,20,1,0.05,1.13,1.13,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
52,2020-10-07,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday balloons,PHRASE,birthday balloons,177,1,0.00564971751412429,0.84,0.84,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
53,2020-10-09,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday balloons,PHRASE,birthday balloons,269,1,0.00371747211895911,1.06,1.06,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
54,2020-10-10,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday balloons,PHRASE,birthday balloons,135,1,0.00740740740740741,1.18,1.18,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
55,2020-10-15,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday balloons,PHRASE,birthday balloons,82,1,0.0121951219512195,1.08,1.08,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
56,2020-10-16,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday balloons,PHRASE,birthday balloons,17,1,0.0588235294117647,1.09,1.09,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
57,2020-10-01,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday balloons,PHRASE,birthday balloons 12 pack,1,1,1.0,0.95,0.95,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
58,2020-10-07,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday balloons,PHRASE,birthday balloons 19,2,1,0.5,1.25,1.25,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
59,2020-10-01,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday balloons,PHRASE,birthday balloons 81,1,1,1.0,0.78,0.78,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
60,2020-10-01,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday balloons,PHRASE,birthday balloons for daughter,3,1,0.333333333333333,0.86,0.86,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
61,2020-10-15,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday balloons,PHRASE,birthday balloons for kids,34,1,0.0294117647058823,0.86,0.86,12.99,0.0662047729022325,15.1046511627907,1,1,1.0,1,0,12.99,0.0
62,2020-10-03,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday balloons,PHRASE,birthday balloons kit,1,1,1.0,0.94,0.94,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
63,2020-10-13,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday balloons,PHRASE,birthday balloons metallic,2,1,0.5,1.08,1.08,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
64,2020-10-12,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday balloons,PHRASE,birthday balloons music,1,1,1.0,0.82,0.82,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
65,2020-10-11,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday balloons,PHRASE,birthday balloons spanish,2,1,0.5,0.88,0.88,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
66,2020-10-01,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday balloons,PHRASE,happy birthday balloon,74,1,0.0135135135135135,0.96,0.96,23.98,0.0400333611342786,24.9791666666667,1,2,1.0,2,0,23.98,0.0
67,2020-10-02,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday balloons,PHRASE,happy birthday balloons,35,1,0.0285714285714286,0.97,0.97,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
68,2020-10-01,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday balloons,PHRASE,helium happy birthday balloon foil numbers,1,1,1.0,0.26,0.26,9.59,0.02711157455683,36.8846153846154,1,1,1.0,1,0,9.59,0.0
69,2020-10-03,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday balloons,PHRASE,ombre birthday balloons,1,1,1.0,0.92,0.92,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
70,2020-10-01,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,pastel balloons,PHRASE,latex pastel balloon,163,1,0.00613496932515337,0.96,0.96,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
71,2020-10-05,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,pastel balloons,PHRASE,pastel balloon garland,329,1,0.00303951367781155,0.95,0.95,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
72,2020-09-30,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,pastel balloons,PHRASE,pastel balloons,149,1,0.00671140939597316,0.37,0.37,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
73,2020-10-01,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,pastel balloons,PHRASE,pastel balloons,311,2,0.00643086816720257,0.58,1.16,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
74,2020-10-04,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,pastel balloons,PHRASE,pastel balloons,345,1,0.00289855072463768,0.43,0.43,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
75,2020-10-05,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,pastel balloons,PHRASE,pastel balloons gray,68,1,0.0147058823529412,0.73,0.73,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
76,2020-10-03,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,pastel balloons,PHRASE,pastel balloons pink,17,1,0.0588235294117647,0.86,0.86,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
77,2020-10-10,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,rainbow balloon,PHRASE,rainbow balloon arch kit,15,1,0.0666666666666667,1.13,1.13,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
78,2020-10-08,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,rainbow balloons,PHRASE,cloud and rainbow balloons,1,1,1.0,0.88,0.88,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
79,2020-10-01,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,rainbow balloons,PHRASE,matte rainbow balloons 12 inches,2,1,0.5,0.73,0.73,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
80,2020-10-02,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,rainbow balloons,PHRASE,pastel rainbow balloons,5,1,0.2,0.94,0.94,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
81,2020-10-08,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,rainbow balloons,PHRASE,pastel rainbow balloons,32,1,0.03125,1.04,1.04,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
82,2020-10-01,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,rainbow balloons,PHRASE,rainbow balloon arch,18,1,0.0555555555555556,0.92,0.92,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
83,2020-10-08,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,rainbow balloons,PHRASE,rainbow balloon arch,23,1,0.0434782608695652,1.02,1.02,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
84,2020-10-09,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,unicorn balloons,PHRASE,unicorn balloon arch,1,1,1.0,0.89,0.89,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
85,2020-10-06,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,unicorn balloons,PHRASE,unicorn balloon arch kit,200,2,0.01,0.925,1.85,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
86,2020-10-06,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,unicorn balloons,PHRASE,unicorn balloon garland,21,1,0.0476190476190476,0.94,0.94,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
87,2020-10-11,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,unicorn balloons,PHRASE,unicorn balloons,41,1,0.024390243902439,0.85,0.85,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
88,2020-10-06,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,unicorn balloons,PHRASE,unicorn balloons models,1,1,1.0,0.19,0.19,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
89,2020-10-09,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,unicorn balloons for birthdays,PHRASE,unicorn balloons birthday,14,1,0.0714285714285714,1.12,1.12,9.59,0.116788321167883,8.5625,1,1,1.0,1,0,9.59,0.0
90,2020-10-13,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,unicorn balloons for birthdays,PHRASE,unicorn balloons birthday,48,1,0.0208333333333333,0.79,0.79,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
91,2020-10-14,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,unicorn balloons for birthdays,PHRASE,unicorn balloons birthday,11,1,0.0909090909090909,1.03,1.03,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
92,2020-10-05,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,unicorn birthday,PHRASE,unicorn birthday 1 balloons,3,1,0.333333333333333,1.04,1.04,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
93,2020-10-08,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,unicorn birthday,PHRASE,unicorn birthday decorations for girls,425,1,0.00235294117647059,0.55,0.55,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
94,2020-10-08,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,unicorn birthday,PHRASE,unicorn birthday decorations for girls and boys,2,1,0.5,1.13,1.13,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
95,2020-10-08,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,unicorn birthday,PHRASE,unicorn birthday games,6,1,0.166666666666667,1.18,1.18,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
96,2020-10-05,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,unicorn birthday,PHRASE,unicorn birthday party balloons,17,1,0.0588235294117647,0.71,0.71,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
97,2020-10-07,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,unicorn birthday,PHRASE,unicorn birthday party supplies,5,1,0.2,1.13,1.13,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
98,2020-10-11,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,unicorn birthday,PHRASE,unicorn birthday stringer,1,1,1.0,0.56,0.56,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
99,2020-10-17,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,unicorn birthday balloons,PHRASE,unicorn birthday balloon,9,1,0.111111111111111,1.42,1.42,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
100,2020-10-08,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,unicorn birthday balloons,PHRASE,unicorn birthday balloon arch,4,1,0.25,0.61,0.61,9.59,0.0636079249217935,15.7213114754098,1,1,1.0,1,0,9.59,0.0
101,2020-10-13,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,unicorn birthday balloons,PHRASE,unicorn birthday balloons,22,1,0.0454545454545455,1.28,1.28,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
102,2020-10-16,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,unicorn birthday balloons,PHRASE,unicorn birthday balloons,16,2,0.125,1.51,3.02,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
103,2020-10-17,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,unicorn birthday balloons,PHRASE,unicorn birthday balloons,8,1,0.125,0.97,0.97,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
104,2020-09-30,Ballloons - macaron,USD,Ballloons - macaron MANU,broad,balloons for birthdays,BROAD,14 birthday balloons,1,1,1.0,0.97,0.97,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
105,2020-10-02,Ballloons - macaron,USD,Ballloons - macaron MANU,broad,balloons for birthdays,BROAD,1st birthday balloons,3,1,0.333333333333333,0.96,0.96,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
106,2020-10-02,Ballloons - macaron,USD,Ballloons - macaron MANU,broad,balloons for birthdays,BROAD,30 birthday balloons for men,1,1,1.0,0.97,0.97,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
107,2020-09-30,Ballloons - macaron,USD,Ballloons - macaron MANU,broad,balloons for birthdays,BROAD,30th birthday balloons,8,1,0.125,0.95,0.95,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
108,2020-10-02,Ballloons - macaron,USD,Ballloons - macaron MANU,broad,balloons for birthdays,BROAD,4 birthday balloons,2,1,0.5,0.93,0.93,9.59,0.0969760166840459,10.3118279569892,1,1,1.0,1,0,9.59,0.0
109,2020-10-02,Ballloons - macaron,USD,Ballloons - macaron MANU,broad,balloons for birthdays,BROAD,5th birthday balloon,53,1,0.0188679245283019,0.93,0.93,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
110,2020-10-03,Ballloons - macaron,USD,Ballloons - macaron MANU,broad,balloons for birthdays,BROAD,6th birthday balloon,49,1,0.0204081632653061,0.93,0.93,9.59,0.0969760166840459,10.3118279569892,1,1,1.0,1,0,9.59,0.0
111,2020-10-06,Ballloons - macaron,USD,Ballloons - macaron MANU,broad,balloons for birthdays,BROAD,adult girl birthday balloons pink,23,1,0.0434782608695652,0.96,0.96,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
112,2020-10-02,Ballloons - macaron,USD,Ballloons - macaron MANU,broad,balloons for birthdays,BROAD,aesthetic birthday balloons,1,1,1.0,0.96,0.96,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
113,2020-10-04,Ballloons - macaron,USD,Ballloons - macaron MANU,broad,balloons for birthdays,BROAD,baby moana balloons 1st birthday,1,1,1.0,0.77,0.77,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
114,2020-10-06,Ballloons - macaron,USD,Ballloons - macaron MANU,broad,balloons for birthdays,BROAD,baby shark balloons birthday,43,1,0.0232558139534884,0.4,0.4,9.59,0.0417101147028154,23.975,1,1,1.0,1,0,9.59,0.0
115,2020-10-02,Ballloons - macaron,USD,Ballloons - macaron MANU,broad,balloons for birthdays,BROAD,baby shark birthday girl balloons,2,1,0.5,0.81,0.81,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
