,Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,7 Day Total Sales ,Total Advertising Cost of Sales (ACoS) ,Total Return on Advertising Spend (RoAS),7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales ,7 Day Other SKU Sales 
790,2020-10-09,Dog Chew Toy - blue stick bone,USD,Dog Chew Toy - blue stick bone - MANU,keywords,dog toys,PHRASE,wubba dog toys,2,1,0.5,1.45,1.45,15.19,0.0954575378538512,10.4758620689655,1,1,1.0,1,0,15.19,0.0
791,2020-10-07,Puzzles - old hall,USD,Puzzles - old hall - MANU,keywords,1000 piece puzzles for adults,BROAD,1000 small piece puzzles for adults,1,1,1.0,0.57,0.57,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
792,2020-10-07,Puzzles - old hall,USD,Puzzles - old hall - MANU,keywords,1000 piece puzzles for adults,BROAD,buffalo brand puzzles for adults 1000 piece buffalo,1,1,1.0,0.73,0.73,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
793,2020-10-07,Puzzles - old hall,USD,Puzzles - old hall - MANU,keywords,1000 piece puzzles for adults,BROAD,eurographics puzzles for adults 1000 piece,1,1,1.0,0.76,0.76,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
794,2020-10-08,Puzzles - old hall,USD,Puzzles - old hall - MANU,keywords,1000 piece puzzles for adults,BROAD,puzzles for adults 1000 piece rocky 2,7,1,0.142857142857143,0.34,0.34,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
795,2020-10-13,Puzzles - old hall,USD,Puzzles - old hall - MANU,keywords,1000 piece puzzles for adults,BROAD,puzzles jigsaw 1000 pieces adult,3,1,0.333333333333333,0.72,0.72,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
796,2020-10-13,Puzzles - old hall,USD,Puzzles - old hall - MANU,keywords,1000 piece puzzles for adults,BROAD,puzzles mats for adults 1000 piece,1,1,1.0,0.66,0.66,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
797,2020-10-10,Puzzles - old hall,USD,Puzzles - old hall - MANU,keywords,puzzles for adults 1000 piece,BROAD,1000 piece puzzles for adults fall,7,1,0.142857142857143,0.82,0.82,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
798,2020-10-10,Puzzles - old hall,USD,Puzzles - old hall - MANU,keywords,puzzles for adults 1000 piece,BROAD,best selling puzzles for adults 1000 piece,4,1,0.25,0.41,0.41,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
799,2020-10-10,Puzzles - old hall,USD,Puzzles - old hall - MANU,keywords,puzzles for adults 1000 piece,BROAD,salem puzzles for adults 1000 piece,1,1,1.0,0.79,0.79,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
800,2020-10-08,Puzzles - old hall,USD,Puzzles - old hall - MANU,keywords,puzzles for adults 1000 piece,BROAD,village puzzles for adults 1000 piece,2,1,0.5,0.77,0.77,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
801,2020-10-10,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,12 inch balloons,PHRASE,12 inch balloons multicolor,1,1,1.0,1.02,1.02,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
802,2020-10-14,Puzzles - lotus,USD,Puzzles - lotus - MANU,keywords,lotus puzzle,PHRASE,lotus puzzle,28,1,0.0357142857142857,0.76,0.76,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
803,2020-10-16,Puzzles - lotus,USD,Puzzles - lotus - MANU,keywords,lotus puzzle,PHRASE,lotus puzzle,23,1,0.0434782608695652,0.85,0.85,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
804,2020-10-18,Puzzles - lotus,USD,Puzzles - lotus - MANU,keywords,lotus puzzle,PHRASE,lotus puzzle,12,1,0.0833333333333333,0.86,0.86,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
805,2020-10-13,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,dog toys,PHRASE,big dog toy,2,1,0.5,1.06,1.06,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
806,2020-10-13,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,dog toys,PHRASE,cute dog toys,9,1,0.111111111111111,1.03,1.03,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
807,2020-10-13,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,dog toys,PHRASE,dog toy,127,1,0.0078740157480315,0.96,0.96,12.79,0.0750586395621579,13.3229166666667,1,1,1.0,1,0,12.79,0.0
808,2020-10-13,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,dog toys,PHRASE,dog toys,1021,3,0.0029382957884427,1.02333333333333,3.07,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
809,2020-10-14,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,dog toys,PHRASE,dog toys,6,1,0.166666666666667,1.04,1.04,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
810,2020-10-13,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,dog toys,PHRASE,duck dog toy,8,1,0.125,1.04,1.04,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
811,2020-10-13,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,dog toys,PHRASE,gamecock dog toy,1,1,1.0,0.98,0.98,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
812,2020-10-13,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,dog toys,PHRASE,girl dog toys,8,1,0.125,1.06,1.06,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
813,2020-10-16,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,dog toys,PHRASE,gong dog toys,1,1,1.0,0.87,0.87,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
814,2020-10-12,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,dog toys,PHRASE,plush dog toys,2,1,0.5,1.13,1.13,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
815,2020-10-16,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,dog toys,PHRASE,spongebob dog toys,2,1,0.5,0.85,0.85,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
816,2020-10-13,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,dog toys,PHRASE,squeakerless dog toy,2,1,0.5,1.04,1.04,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
817,2020-10-13,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,dog toys,PHRASE,waterproof dog toy,1,1,1.0,1.06,1.06,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
818,2020-10-10,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,dog toy,PHRASE,dog toy box,4,1,0.25,1.4,1.4,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
819,2020-10-10,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,dog toy,PHRASE,dog toys,460,3,0.00652173913043478,1.29666666666667,3.89,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
820,2020-10-11,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,dog toy,PHRASE,dog toys,37,1,0.027027027027027,1.32,1.32,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
821,2020-10-10,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,dog toy,PHRASE,dog toys for little dogs,2,1,0.5,1.29,1.29,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
822,2020-10-10,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,dog toy,PHRASE,dogs toys,2,1,0.5,1.28,1.28,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
823,2020-10-10,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,dog toy,PHRASE,durable dog toys,5,1,0.2,1.96,1.96,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
824,2020-10-10,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,dog toy,PHRASE,fall dog toys,3,1,0.333333333333333,1.48,1.48,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
825,2020-10-10,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,dog toy,PHRASE,halloween dog toy,20,1,0.05,1.16,1.16,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
826,2020-10-10,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,dog toy,PHRASE,kong dog toys,44,1,0.0227272727272727,2.06,2.06,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
827,2020-10-10,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,dog toy,PHRASE,noisy dog toys,2,1,0.5,1.08,1.08,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
828,2020-10-11,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,dog toy,PHRASE,whistle dog toy,1,1,1.0,1.13,1.13,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
829,2020-10-13,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,chew toy,PHRASE,dog pacifier chew toy,1,1,1.0,1.06,1.06,12.79,0.0828772478498827,12.0660377358491,1,1,1.0,1,0,12.79,0.0
830,2020-10-11,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,chew toy,PHRASE,kong chew toy small,2,1,0.5,1.33,1.33,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
831,2020-10-13,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,dog chew,PHRASE,dog chews,18,1,0.0555555555555556,1.08,1.08,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
832,2020-10-10,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,dental chew,PHRASE,xl dental chews,1,1,1.0,2.75,2.75,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
833,2020-10-10,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,dog dental,PHRASE,greenies dog dental,1,1,1.0,2.91,2.91,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
834,2020-10-10,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,small dog,PHRASE,costume for small dogs,3,1,0.333333333333333,0.97,0.97,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
835,2020-10-12,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,small dog,PHRASE,pet outfits for small dogs,1,1,1.0,0.86,0.86,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
836,2020-10-10,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,small dog,PHRASE,puppy line for small dogs,1,1,1.0,1.05,1.05,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
837,2020-10-10,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,small dog,PHRASE,puppy steps for small dogs,3,1,0.333333333333333,0.77,0.77,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
838,2020-10-12,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,large dog,PHRASE,dog accessories for large dogs,3,1,0.333333333333333,0.92,0.92,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
839,2020-10-10,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,large dog,PHRASE,dog costume for large dogs,8,1,0.125,0.99,0.99,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
840,2020-10-11,Dog Chew Toy - corn molar,USD,Dog Chew Toy - corn molar - MANU,keywords,large dog,PHRASE,dog greenies for medium large dog,3,1,0.333333333333333,0.77,0.77,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
841,2020-10-15,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,1000 piece puzzles adults,PHRASE,1000 piece puzzles for adults disney,6,2,0.333333333333333,0.905,1.81,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
842,2020-10-16,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,1000 piece puzzles adults,PHRASE,1000 piece puzzles for adults disney,1,1,1.0,0.87,0.87,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
843,2020-10-14,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,1000 piece puzzles adults,PHRASE,1000 piece puzzles for adults ravensburger,46,1,0.0217391304347826,1.03,1.03,15.19,0.0678077682685978,14.747572815534,1,1,1.0,1,0,15.19,0.0
844,2020-10-17,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,1000 piece puzzles adults,PHRASE,bgraamiens 1000 piece puzzles for adults,23,1,0.0434782608695652,1.2,1.2,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
845,2020-10-14,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,1000 piece puzzles adults,PHRASE,bits and pieces 1000 piece puzzles for adults,68,1,0.0147058823529412,0.97,0.97,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
846,2020-10-13,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,1000 piece puzzles adults,PHRASE,clementoni 1000 piece puzzles for adults,9,1,0.111111111111111,1.19,1.19,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
847,2020-10-13,Puzzles - switzerland,USD,Puzzles - switzerland - MANU,keywords,1000 piece puzzles adults,PHRASE,“jumbo 1000 piece puzzles for adults”,2,1,0.5,1.19,1.19,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
848,2020-10-12,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,unicorn balloon,PHRASE,unicorn balloons 24 inch,1,1,1.0,0.72,0.72,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
849,2020-10-10,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,party decoration,PHRASE,carebear party decorations,14,1,0.0714285714285714,0.74,0.74,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
850,2020-10-11,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,party decoration,PHRASE,cowboy party decorations,2,1,0.5,0.78,0.78,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
851,2020-10-10,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,party decoration,PHRASE,daisy party decorations,1,1,1.0,0.79,0.79,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
852,2020-10-10,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,party decoration,PHRASE,halloween party decorations,42,1,0.0238095238095238,0.72,0.72,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
853,2020-10-10,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,party decoration,PHRASE,kids harvest party decorations,1,1,1.0,0.77,0.77,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
854,2020-10-10,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,party decoration,PHRASE,squishy party decorations,2,1,0.5,0.72,0.72,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
855,2020-10-12,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,christma decoration,PHRASE,door christmas decorations,6,1,0.166666666666667,0.44,0.44,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
856,2020-10-10,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday decoration,PHRASE,1 year old birthday decorations girl,3,1,0.333333333333333,0.83,0.83,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
857,2020-10-10,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday decoration,PHRASE,avengers birthday decorations,11,1,0.0909090909090909,1.17,1.17,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
858,2020-10-10,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday decoration,PHRASE,baby shark birthday decorations,66,1,0.0151515151515152,0.83,0.83,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
859,2020-10-15,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday decoration,PHRASE,birthday decorations barcelona,3,1,0.333333333333333,0.46,0.46,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
860,2020-10-14,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday decoration,PHRASE,birthday decorations for women,1,1,1.0,0.43,0.43,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
861,2020-10-14,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday decoration,PHRASE,candyland birthday decorations,2,1,0.5,0.62,0.62,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
862,2020-10-10,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday decoration,PHRASE,farm birthday decorations,2,1,0.5,1.16,1.16,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
863,2020-10-10,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday decoration,PHRASE,first birthday decorations,25,1,0.04,0.34,0.34,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
864,2020-10-13,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday decoration,PHRASE,girl birthday decorations,16,1,0.0625,0.68,0.68,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
865,2020-10-10,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,party supply,PHRASE,broly party supplies,1,1,1.0,0.68,0.68,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
866,2020-10-10,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,party supply,PHRASE,donut party supplies,12,1,0.0833333333333333,0.71,0.71,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
867,2020-10-10,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,party supply,PHRASE,holographic party supplies,2,1,0.5,0.45,0.45,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
868,2020-10-10,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,party supply,PHRASE,strawberry party supplies 1st birthday,1,1,1.0,0.57,0.57,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
869,2020-10-10,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday party decoration,PHRASE,90s birthday party decorations for women,1,1,1.0,0.81,0.81,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
870,2020-10-10,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday party decoration,PHRASE,candyland birthday party decorations,11,1,0.0909090909090909,0.82,0.82,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
871,2020-10-12,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday party decoration,PHRASE,taco twosday birthday party decorations,1,1,1.0,0.73,0.73,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
872,2020-10-15,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,pastel balloon,PHRASE,big pastel balloons,10,1,0.1,0.61,0.61,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
873,2020-10-10,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,party balloon,PHRASE,led light up bobo party balloons,2,1,0.5,0.29,0.29,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
874,2020-10-13,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,unicorn party decoration,PHRASE,blue unicorn party decorations,1,1,1.0,0.94,0.94,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
875,2020-10-15,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,unicorn decoration,PHRASE,wall unicorn decorations,1,1,1.0,0.57,0.57,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
876,2020-10-14,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday supply,PHRASE,birthday supplies for women,4,1,0.25,0.9,0.9,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
877,2020-10-14,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday supply,PHRASE,birthday supplies pastel for women glitter,1,1,1.0,0.71,0.71,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
878,2020-10-10,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday party supply,PHRASE,minnie mouse birthday party supplies,85,1,0.0117647058823529,0.24,0.24,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
879,2020-10-10,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday party supply,PHRASE,trolls birthday party supplies,23,2,0.0869565217391304,0.415,0.83,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
880,2020-10-12,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,rainbow decoration,PHRASE,hanging rainbow decorations,1,1,1.0,0.49,0.49,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
881,2020-10-12,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,birthday party,PHRASE,9th birthday party balloons for girls,1,1,1.0,0.76,0.76,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
882,2020-10-10,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,helium balloon,PHRASE,hulk helium balloon,1,1,1.0,0.56,0.56,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
883,2020-10-12,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,party candy,PHRASE,unicorn party candy,8,1,0.125,0.75,0.75,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
884,2020-10-14,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,pastel rainbow party decoration,PHRASE,pastel rainbow party decorations,23,1,0.0434782608695652,0.14,0.14,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
885,2020-10-11,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,baby unicorn,PHRASE,hatchimals babies unicorn,1,1,1.0,0.55,0.55,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
886,2020-10-10,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,christma balloon,PHRASE,merry christmas balloons,1,1,1.0,0.65,0.65,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
887,2020-10-11,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,10 inch,PHRASE,pateeha balloons black 10 inches,3,1,0.333333333333333,0.52,0.52,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
888,2020-10-10,Ballloons - macaron,USD,Ballloons - macaron MANU,keywords,10 inch,PHRASE,rainbow balloons 10 inch,1,1,1.0,0.77,0.77,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
889,2020-10-10,Dog Chew Toy - blue stick bone,USD,Dog Chew Toy - blue stick bone - MANU,keywords,chew toy,PHRASE,puppy chew toys,14,1,0.0714285714285714,2.01,2.01,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
890,2020-10-10,Dog Chew Toy - blue stick bone,USD,Dog Chew Toy - blue stick bone - MANU,keywords,dog toy large,PHRASE,smart dog toys for large dogs,2,1,0.5,2.08,2.08,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
891,2020-10-17,Dog Chew Toy - red blue suction cup,USD,Dog Chew Toy - red blue suction cup - MANU,keywords,dog toy,PHRASE,crinkle dog toy,13,1,0.0769230769230769,1.67,1.67,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
892,2020-10-16,Dog Chew Toy - red blue suction cup,USD,Dog Chew Toy - red blue suction cup - MANU,keywords,dog toy,PHRASE,dog toy box,4,1,0.25,1.49,1.49,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
893,2020-10-16,Dog Chew Toy - red blue suction cup,USD,Dog Chew Toy - red blue suction cup - MANU,keywords,dog toy,PHRASE,dog toy storage,5,2,0.4,1.78,3.56,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
894,2020-10-14,Dog Chew Toy - red blue suction cup,USD,Dog Chew Toy - red blue suction cup - MANU,keywords,dog toy,PHRASE,dog toy wash,1,1,1.0,1.9,1.9,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
895,2020-10-15,Dog Chew Toy - red blue suction cup,USD,Dog Chew Toy - red blue suction cup - MANU,keywords,dog toy,PHRASE,dog toys for anxiety,2,1,0.5,1.8,1.8,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
896,2020-10-15,Dog Chew Toy - red blue suction cup,USD,Dog Chew Toy - red blue suction cup - MANU,keywords,dog toy,PHRASE,dog toys games,1,1,1.0,1.91,1.91,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
897,2020-10-17,Dog Chew Toy - red blue suction cup,USD,Dog Chew Toy - red blue suction cup - MANU,keywords,dog toy,PHRASE,go dog toys,6,1,0.166666666666667,1.58,1.58,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
898,2020-10-17,Dog Chew Toy - red blue suction cup,USD,Dog Chew Toy - red blue suction cup - MANU,keywords,dog toy,PHRASE,interactive dog toys,49,1,0.0204081632653061,1.67,1.67,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
899,2020-10-10,Dog Chew Toy - red blue suction cup,USD,Dog Chew Toy - red blue suction cup - MANU,keywords,dog toy,PHRASE,leather dog toy,1,1,1.0,1.82,1.82,15.19,0.119815668202765,8.34615384615384,1,1,1.0,1,0,15.19,0.0
900,2020-10-14,Dog Chew Toy - red blue suction cup,USD,Dog Chew Toy - red blue suction cup - MANU,keywords,dog toy,PHRASE,smart dog toy,3,1,0.333333333333333,1.82,1.82,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
901,2020-10-15,Dog Chew Toy - red blue suction cup,USD,Dog Chew Toy - red blue suction cup - MANU,keywords,dog toy,PHRASE,sturdy dog toys,20,1,0.05,1.73,1.73,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
902,2020-10-12,Dog Chew Toy - red blue suction cup,USD,Dog Chew Toy - red blue suction cup - MANU,keywords,dog food,PHRASE,dog food bowls,7,1,0.142857142857143,1.84,1.84,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
903,2020-10-10,Dog Chew Toy - red blue suction cup,USD,Dog Chew Toy - red blue suction cup - MANU,keywords,dog food,PHRASE,dog food containers,1,1,1.0,2.65,2.65,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
904,2020-10-11,Dog Chew Toy - red blue suction cup,USD,Dog Chew Toy - red blue suction cup - MANU,keywords,dog food,PHRASE,dog food tray,2,1,0.5,1.45,1.45,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
905,2020-10-12,Dog Chew Toy - red blue suction cup,USD,Dog Chew Toy - red blue suction cup - MANU,keywords,small dog,PHRASE,ball throwing machine for small dogs,1,1,1.0,0.77,0.77,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
906,2020-10-12,Dog Chew Toy - red blue suction cup,USD,Dog Chew Toy - red blue suction cup - MANU,keywords,large dog,PHRASE,dog accessories for large dogs,1,1,1.0,0.79,0.79,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
907,2020-10-10,Dog Chew Toy - red blue suction cup,USD,Dog Chew Toy - red blue suction cup - MANU,keywords,large dog,PHRASE,large dog breed toys,1,1,1.0,1.75,1.75,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
908,2020-10-14,Dog Chew Toy - red blue suction cup,USD,Dog Chew Toy - red blue suction cup - MANU,keywords,dog toys,EXACT,dog toys,50,1,0.02,1.32,1.32,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
